loc_x,loc_y,seconds_remaining,shot_distance,shot_made_flag,shot_zone_range,shot_zone,shot_zone2,hot_hand,hot_hand_ind
128,105,20,16,1,16-24 ft.,6,2500,nil,2
-118,501,0,51,0,Back Court Shot,10,8000,nil,2
0,0,1,0,1,Less Than 8 ft.,2,600,nil,2
-66,66,44,9,1,8-16 ft.,4,1200,heat,3
0,0,10,0,1,Less Than 8 ft.,2,600,heat,3
0,0,39,0,1,Less Than 8 ft.,2,600,heat,3
0,0,50,0,1,Less Than 8 ft.,2,600,heat,3
59,36,41,6,0,Less Than 8 ft.,2,600,nil,2
-84,207,0,22,0,16-24 ft.,6,2500,nil,2
-99,207,5,22,1,16-24 ft.,6,2500,heat,3
-138,-13,58,13,0,8-16 ft.,4,1200,nil,2
-192,-23,3,19,0,16-24 ft.,6,2500,nil,2
92,225,0,24,0,24+ ft.,8,5000,nil,2
0,0,4,0,0,Less Than 8 ft.,2,600,nil,2
0,0,48,0,0,Less Than 8 ft.,2,600,heat,3
223,-3,34,22,0,24+ ft.,8,5000,nil,2
126,125,15,17,1,16-24 ft.,6,2500,heat,3
159,-6,14,15,0,8-16 ft.,4,1200,heat,3
167,43,46,17,0,16-24 ft.,6,2500,hot hand,6
71,68,32,9,0,8-16 ft.,4,1200,nil,2
0,0,0,0,0,Less Than 8 ft.,2,600,nil,2
0,0,15,0,0,Less Than 8 ft.,2,600,nil,2
115,138,11,17,0,16-24 ft.,6,2500,nil,2
0,0,2,0,0,Less Than 8 ft.,2,600,nil,2
94,31,34,9,1,8-16 ft.,4,1200,nil,2
0,0,18,0,1,Less Than 8 ft.,2,600,nil,2
-34,53,49,6,1,Less Than 8 ft.,2,600,heat,3
80,243,11,25,1,24+ ft.,8,5000,heat,3
0,0,40,0,1,Less Than 8 ft.,2,600,nil,2
0,0,23,0,1,Less Than 8 ft.,2,600,heat,3
110,117,8,16,1,16-24 ft.,6,2500,nil,2
0,0,50,0,0,Less Than 8 ft.,2,600,heat,3
128,86,1,15,0,8-16 ft.,4,1200,heat,3
-5,89,6,8,1,8-16 ft.,4,1200,nil,2
13,137,0,13,0,8-16 ft.,4,1200,heat,3
8,196,35,19,0,16-24 ft.,6,2500,nil,2
84,48,31,9,1,8-16 ft.,4,1200,nil,2
0,0,56,0,1,Less Than 8 ft.,2,600,heat,3
0,0,38,0,1,Less Than 8 ft.,2,600,nil,2
-46,35,40,5,1,Less Than 8 ft.,2,600,heat,3
-238,-19,45,23,0,24+ ft.,8,5000,nil,2
34,22,42,4,0,Less Than 8 ft.,2,600,nil,2
0,0,4,0,1,Less Than 8 ft.,2,600,heat,3
0,0,34,0,1,Less Than 8 ft.,2,600,heat,3
0,0,0,0,1,Less Than 8 ft.,2,600,nil,2
-10,125,32,12,1,8-16 ft.,4,1200,nil,2
-28,22,3,3,0,Less Than 8 ft.,2,600,heat,3
8,53,13,5,0,Less Than 8 ft.,2,600,nil,2
0,0,6,0,1,Less Than 8 ft.,2,600,heat,3
-28,40,42,4,0,Less Than 8 ft.,2,600,heat,3
-138,13,21,13,0,8-16 ft.,4,1200,nil,2
0,0,52,0,1,Less Than 8 ft.,2,600,nil,2
0,0,37,0,0,Less Than 8 ft.,2,600,nil,2
18,45,43,4,0,Less Than 8 ft.,2,600,heat,3
0,0,1,0,1,Less Than 8 ft.,2,600,nil,2
0,0,44,0,1,Less Than 8 ft.,2,600,heat,3
110,148,20,18,0,16-24 ft.,6,2500,heat,3
0,0,58,0,1,Less Than 8 ft.,2,600,hot hand,6
-21,86,20,8,0,8-16 ft.,4,1200,nil,2
-126,155,36,19,0,16-24 ft.,6,2500,nil,2
0,0,57,0,1,Less Than 8 ft.,2,600,heat,3
10,132,35,13,0,8-16 ft.,4,1200,nil,2
62,148,2,16,0,16-24 ft.,6,2500,nil,2
29,133,47,13,0,8-16 ft.,4,1200,nil,2
3,20,38,2,0,Less Than 8 ft.,2,600,nil,2
-2,137,8,13,0,8-16 ft.,4,1200,nil,2
135,20,26,13,0,8-16 ft.,4,1200,nil,2
-143,3,18,14,0,8-16 ft.,4,1200,nil,2
0,0,20,0,1,Less Than 8 ft.,2,600,nil,2
-38,36,3,5,0,Less Than 8 ft.,2,600,heat,3
95,28,27,9,1,8-16 ft.,4,1200,nil,2
-44,153,31,15,0,8-16 ft.,4,1200,nil,2
128,48,54,13,0,8-16 ft.,4,1200,nil,2
-115,122,24,16,0,16-24 ft.,6,2500,heat,3
-153,109,1,18,0,16-24 ft.,6,2500,heat,3
0,0,39,0,0,Less Than 8 ft.,2,600,hot hand,6
159,143,49,21,1,16-24 ft.,6,2500,hot hand,6
0,0,11,0,0,Less Than 8 ft.,2,600,heat,3
-75,168,38,18,1,16-24 ft.,6,2500,nil,2
-120,189,59,22,1,16-24 ft.,6,2500,heat,3
176,2,27,17,0,16-24 ft.,6,2500,heat,3
21,46,55,5,0,Less Than 8 ft.,2,600,nil,2
0,0,19,0,0,Less Than 8 ft.,2,600,nil,2
18,115,16,11,0,8-16 ft.,4,1200,heat,3
0,0,17,0,1,Less Than 8 ft.,2,600,nil,2
31,141,1,14,1,8-16 ft.,4,1200,nil,2
1,201,31,20,0,16-24 ft.,6,2500,heat,3
112,169,6,20,0,16-24 ft.,6,2500,heat,3
-72,61,46,9,0,8-16 ft.,4,1200,nil,2
21,82,43,8,0,8-16 ft.,4,1200,nil,2
102,13,25,10,0,8-16 ft.,4,1200,nil,2
-85,138,25,16,0,16-24 ft.,6,2500,nil,2
-74,66,57,9,0,8-16 ft.,4,1200,nil,2
-89,161,21,18,0,16-24 ft.,6,2500,nil,2
0,0,28,0,1,Less Than 8 ft.,2,600,heat,3
190,26,9,19,1,16-24 ft.,6,2500,nil,2
177,63,56,18,0,16-24 ft.,6,2500,heat,3
-29,38,51,4,0,Less Than 8 ft.,2,600,nil,2
0,0,13,0,1,Less Than 8 ft.,2,600,heat,3
113,35,9,11,0,8-16 ft.,4,1200,heat,3
117,-13,41,11,1,8-16 ft.,4,1200,nil,2
117,87,2,14,0,8-16 ft.,4,1200,nil,2
153,-3,35,15,0,8-16 ft.,4,1200,nil,2
0,0,31,0,1,Less Than 8 ft.,2,600,nil,2
103,189,27,21,0,16-24 ft.,6,2500,nil,2
0,0,20,0,1,Less Than 8 ft.,2,600,heat,3
-174,-9,33,17,0,16-24 ft.,6,2500,heat,3
0,0,3,0,0,Less Than 8 ft.,2,600,heat,3
-33,0,2,3,0,Less Than 8 ft.,2,600,nil,2
179,201,50,26,1,24+ ft.,8,5000,heat,3
0,0,23,0,1,Less Than 8 ft.,2,600,heat,3
-207,651,0,68,0,Back Court Shot,10,8000,hot hand,6
0,0,49,0,1,Less Than 8 ft.,2,600,heat,3
-141,12,11,14,1,8-16 ft.,4,1200,heat,3
0,0,13,0,1,Less Than 8 ft.,2,600,heat,3
89,243,48,25,0,24+ ft.,8,5000,nil,2
3,150,54,15,0,8-16 ft.,4,1200,heat,3
89,261,2,27,0,24+ ft.,8,5000,heat,3
-241,-3,19,24,1,24+ ft.,8,5000,nil,2
0,0,8,0,1,Less Than 8 ft.,2,600,nil,2
72,114,59,13,0,8-16 ft.,4,1200,heat,3
108,137,42,17,1,16-24 ft.,6,2500,heat,3
-3,189,11,18,1,16-24 ft.,6,2500,hot hand,6
72,135,2,15,0,8-16 ft.,4,1200,heat,3
161,189,18,24,1,24+ ft.,8,5000,nil,2
197,28,46,19,1,16-24 ft.,6,2500,nil,2
67,127,14,14,0,8-16 ft.,4,1200,nil,2
-75,141,53,15,1,8-16 ft.,4,1200,nil,2
158,8,15,15,1,8-16 ft.,4,1200,nil,2
-151,209,34,25,1,24+ ft.,8,5000,nil,2
-20,61,0,6,0,Less Than 8 ft.,2,600,nil,2
44,169,1,17,0,16-24 ft.,6,2500,heat,3
176,17,49,17,0,16-24 ft.,6,2500,heat,3
0,0,54,0,0,Less Than 8 ft.,2,600,nil,2
130,74,28,14,0,8-16 ft.,4,1200,nil,2
-3,59,55,5,0,Less Than 8 ft.,2,600,heat,3
-120,20,3,12,0,8-16 ft.,4,1200,heat,3
47,94,20,10,0,8-16 ft.,4,1200,hot hand,6
0,0,33,0,1,Less Than 8 ft.,2,600,nil,2
3,204,49,20,1,16-24 ft.,6,2500,nil,2
130,135,13,18,1,16-24 ft.,6,2500,nil,2
-159,-3,15,15,1,8-16 ft.,4,1200,nil,2
-105,2,25,10,0,8-16 ft.,4,1200,heat,3
0,0,58,0,0,Less Than 8 ft.,2,600,heat,3
135,127,43,18,0,16-24 ft.,6,2500,heat,3
-23,133,28,13,1,8-16 ft.,4,1200,nil,2
0,0,54,0,0,Less Than 8 ft.,2,600,heat,3
-163,59,27,17,0,16-24 ft.,6,2500,heat,3
-209,148,28,25,0,24+ ft.,8,5000,heat,3
-52,99,17,11,0,8-16 ft.,4,1200,nil,2
-140,140,19,19,0,16-24 ft.,6,2500,nil,2
-82,135,4,15,0,8-16 ft.,4,1200,heat,3
190,114,45,22,1,16-24 ft.,6,2500,nil,2
-209,12,30,20,1,16-24 ft.,6,2500,nil,2
0,0,14,0,1,Less Than 8 ft.,2,600,nil,2
0,0,12,0,1,Less Than 8 ft.,2,600,heat,3
57,81,8,9,1,8-16 ft.,4,1200,nil,2
64,15,31,6,0,Less Than 8 ft.,2,600,heat,3
164,56,44,17,0,16-24 ft.,6,2500,nil,2
18,396,0,39,0,24+ ft.,8,5000,heat,3
176,178,55,25,0,24+ ft.,8,5000,heat,3
164,61,57,17,0,16-24 ft.,6,2500,heat,3
-146,109,51,18,1,16-24 ft.,6,2500,nil,2
0,0,27,0,1,Less Than 8 ft.,2,600,nil,2
97,155,24,18,0,16-24 ft.,6,2500,heat,3
128,30,11,13,1,8-16 ft.,4,1200,heat,3
110,141,4,17,0,16-24 ft.,6,2500,nil,2
200,248,0,31,0,24+ ft.,8,5000,nil,2
0,0,25,0,1,Less Than 8 ft.,2,600,heat,3
59,123,49,13,0,8-16 ft.,4,1200,nil,2
18,141,10,14,1,8-16 ft.,4,1200,heat,3
77,150,27,16,0,16-24 ft.,6,2500,heat,3
0,0,25,0,0,Less Than 8 ft.,2,600,nil,2
56,153,40,16,1,16-24 ft.,6,2500,nil,2
-79,207,6,22,0,16-24 ft.,6,2500,heat,3
103,26,29,10,1,8-16 ft.,4,1200,nil,2
-108,183,2,21,1,16-24 ft.,6,2500,heat,3
-123,370,0,38,0,24+ ft.,8,5000,nil,2
-82,191,17,20,1,16-24 ft.,6,2500,heat,3
158,89,2,18,1,16-24 ft.,6,2500,nil,2
102,10,54,10,0,8-16 ft.,4,1200,heat,3
89,63,49,10,1,8-16 ft.,4,1200,heat,3
13,253,0,25,0,24+ ft.,8,5000,nil,2
187,-1,18,18,1,16-24 ft.,6,2500,heat,3
-105,63,37,12,0,8-16 ft.,4,1200,heat,3
98,169,45,19,1,16-24 ft.,6,2500,hot hand,6
167,-19,11,16,0,16-24 ft.,6,2500,nil,2
26,168,57,17,0,16-24 ft.,6,2500,nil,2
128,396,0,41,0,24+ ft.,8,5000,heat,3
-8,130,35,13,1,8-16 ft.,4,1200,heat,3
-44,252,14,25,0,24+ ft.,8,5000,nil,2
0,0,45,0,1,Less Than 8 ft.,2,600,nil,2
-151,133,20,20,1,16-24 ft.,6,2500,nil,2
-59,191,9,19,0,16-24 ft.,6,2500,nil,2
0,0,43,0,1,Less Than 8 ft.,2,600,nil,2
115,220,3,24,0,24+ ft.,8,5000,heat,3
-62,35,40,7,1,Less Than 8 ft.,2,600,nil,2
126,109,10,16,0,16-24 ft.,6,2500,nil,2
26,141,36,14,0,8-16 ft.,4,1200,nil,2
-39,61,21,7,1,Less Than 8 ft.,2,600,nil,2
0,0,38,0,0,Less Than 8 ft.,2,600,nil,2
-123,160,6,20,0,16-24 ft.,6,2500,heat,3
0,0,35,0,1,Less Than 8 ft.,2,600,nil,2
-237,45,40,24,0,24+ ft.,8,5000,nil,2
-79,148,48,16,0,16-24 ft.,6,2500,nil,2
-102,135,40,16,1,16-24 ft.,6,2500,heat,3
0,0,54,0,0,Less Than 8 ft.,2,600,nil,2
-149,222,5,26,0,24+ ft.,8,5000,heat,3
197,169,37,25,0,24+ ft.,8,5000,heat,3
117,173,42,20,0,16-24 ft.,6,2500,nil,2
149,38,29,15,0,8-16 ft.,4,1200,nil,2
44,36,28,5,0,Less Than 8 ft.,2,600,heat,3
0,0,58,0,1,Less Than 8 ft.,2,600,heat,3
181,339,1,38,0,24+ ft.,8,5000,hot hand,6
-148,2,46,14,0,8-16 ft.,4,1200,heat,3
125,230,18,26,1,24+ ft.,8,5000,fire,10
118,227,40,25,1,24+ ft.,8,5000,nil,2
-99,245,5,26,1,24+ ft.,8,5000,nil,2
136,207,30,24,1,24+ ft.,8,5000,nil,2
-94,-5,34,9,1,8-16 ft.,4,1200,nil,2
-131,212,19,24,1,24+ ft.,8,5000,heat,3
-126,214,17,24,1,24+ ft.,8,5000,heat,3
-99,233,37,25,1,24+ ft.,8,5000,nil,2
-232,-3,10,23,0,24+ ft.,8,5000,nil,2
121,217,1,24,1,24+ ft.,8,5000,nil,2
89,243,27,25,1,24+ ft.,8,5000,nil,2
120,89,30,14,0,8-16 ft.,4,1200,heat,3
75,245,40,25,0,24+ ft.,8,5000,nil,2
144,33,1,14,0,8-16 ft.,4,1200,heat,3
197,156,14,25,0,24+ ft.,8,5000,heat,3
0,0,16,0,1,Less Than 8 ft.,2,600,nil,2
227,-9,30,22,0,24+ ft.,8,5000,heat,3
0,0,4,0,1,Less Than 8 ft.,2,600,heat,3
0,0,2,0,1,Less Than 8 ft.,2,600,hot hand,6
0,0,2,0,1,Less Than 8 ft.,2,600,nil,2
0,0,8,0,1,Less Than 8 ft.,2,600,nil,2
-44,197,15,20,1,16-24 ft.,6,2500,nil,2
-128,146,5,19,1,16-24 ft.,6,2500,nil,2
0,0,10,0,1,Less Than 8 ft.,2,600,heat,3
10,81,40,8,1,8-16 ft.,4,1200,heat,3
-172,5,21,17,0,16-24 ft.,6,2500,nil,2
0,0,31,0,1,Less Than 8 ft.,2,600,nil,2
0,0,15,0,1,Less Than 8 ft.,2,600,heat,3
-171,189,59,25,0,24+ ft.,8,5000,heat,3
-115,-19,58,11,0,8-16 ft.,4,1200,nil,2
0,0,6,0,1,Less Than 8 ft.,2,600,nil,2
0,0,42,0,0,Less Than 8 ft.,2,600,nil,2
0,0,4,0,0,Less Than 8 ft.,2,600,nil,2
0,0,44,0,0,Less Than 8 ft.,2,600,nil,2
138,20,53,13,1,8-16 ft.,4,1200,nil,2
174,31,36,17,0,16-24 ft.,6,2500,heat,3
0,0,25,0,1,Less Than 8 ft.,2,600,nil,2
184,3,41,18,1,16-24 ft.,6,2500,nil,2
144,26,40,14,1,8-16 ft.,4,1200,nil,2
6,82,28,8,0,8-16 ft.,4,1200,heat,3
-14,84,24,8,0,8-16 ft.,4,1200,nil,2
-186,0,7,18,0,16-24 ft.,6,2500,nil,2
-6,173,36,17,1,16-24 ft.,6,2500,nil,2
-148,35,37,15,0,8-16 ft.,4,1200,nil,2
0,0,33,0,1,Less Than 8 ft.,2,600,nil,2
-36,237,31,23,1,24+ ft.,8,5000,heat,3
225,3,36,22,0,24+ ft.,8,5000,nil,2
0,0,18,0,1,Less Than 8 ft.,2,600,heat,3
236,61,32,24,1,24+ ft.,8,5000,nil,2
-122,63,56,13,0,8-16 ft.,4,1200,heat,3
0,0,13,0,0,Less Than 8 ft.,2,600,heat,3
3,222,44,22,1,16-24 ft.,6,2500,hot hand,6
0,0,16,0,1,Less Than 8 ft.,2,600,nil,2
202,-5,2,20,0,16-24 ft.,6,2500,nil,2
148,43,24,15,0,8-16 ft.,4,1200,nil,2
164,0,33,16,0,16-24 ft.,6,2500,nil,2
144,81,47,16,0,16-24 ft.,6,2500,nil,2
80,69,31,10,0,8-16 ft.,4,1200,nil,2
-176,179,9,25,1,24+ ft.,8,5000,nil,2
-140,206,32,24,1,24+ ft.,8,5000,nil,2
56,250,27,25,0,24+ ft.,8,5000,heat,3
-172,204,48,26,0,24+ ft.,8,5000,nil,2
57,48,12,7,0,Less Than 8 ft.,2,600,nil,2
0,0,24,0,0,Less Than 8 ft.,2,600,heat,3
-11,94,49,9,0,8-16 ft.,4,1200,nil,2
0,0,46,0,0,Less Than 8 ft.,2,600,nil,2
10,247,0,24,0,24+ ft.,8,5000,heat,3
-66,81,23,10,1,8-16 ft.,4,1200,heat,3
-49,171,44,17,0,16-24 ft.,6,2500,heat,3
-90,105,36,13,1,8-16 ft.,4,1200,nil,2
0,0,0,0,0,Less Than 8 ft.,2,600,heat,3
89,187,5,20,0,16-24 ft.,6,2500,heat,3
-120,232,1,26,0,24+ ft.,8,5000,heat,3
0,0,21,0,1,Less Than 8 ft.,2,600,heat,3
-113,135,39,17,0,16-24 ft.,6,2500,nil,2
92,229,20,24,1,24+ ft.,8,5000,heat,3
0,0,51,0,1,Less Than 8 ft.,2,600,nil,2
0,0,38,0,0,Less Than 8 ft.,2,600,nil,2
-125,196,0,23,0,16-24 ft.,6,2500,nil,2
-163,100,33,19,1,16-24 ft.,6,2500,nil,2
115,59,57,12,1,8-16 ft.,4,1200,heat,3
-141,43,45,14,0,8-16 ft.,4,1200,heat,3
-79,183,6,19,0,16-24 ft.,6,2500,heat,3
-233,30,4,23,0,24+ ft.,8,5000,heat,3
38,77,44,8,0,8-16 ft.,4,1200,heat,3
0,0,56,0,0,Less Than 8 ft.,2,600,nil,2
-103,153,31,18,1,16-24 ft.,6,2500,nil,2
-71,240,41,25,1,24+ ft.,8,5000,heat,3
125,137,12,18,1,16-24 ft.,6,2500,heat,3
0,0,4,0,0,Less Than 8 ft.,2,600,nil,2
-172,186,36,25,0,24+ ft.,8,5000,nil,2
3,243,29,24,1,24+ ft.,8,5000,nil,2
0,0,0,0,1,Less Than 8 ft.,2,600,nil,2
59,38,53,7,0,Less Than 8 ft.,2,600,nil,2
0,0,53,0,1,Less Than 8 ft.,2,600,nil,2
120,227,7,25,1,24+ ft.,8,5000,nil,2
108,238,2,26,0,24+ ft.,8,5000,nil,2
140,-9,43,14,1,8-16 ft.,4,1200,nil,2
-156,10,19,15,0,8-16 ft.,4,1200,nil,2
0,0,15,0,1,Less Than 8 ft.,2,600,nil,2
166,145,57,22,0,16-24 ft.,6,2500,nil,2
89,63,19,10,0,8-16 ft.,4,1200,heat,3
149,-19,39,15,0,8-16 ft.,4,1200,heat,3
131,217,36,25,1,24+ ft.,8,5000,nil,2
112,-8,37,11,0,8-16 ft.,4,1200,heat,3
46,56,29,7,0,Less Than 8 ft.,2,600,nil,2
0,0,28,0,0,Less Than 8 ft.,2,600,heat,3
-57,192,16,20,0,16-24 ft.,6,2500,nil,2
121,0,7,12,0,8-16 ft.,4,1200,nil,2
120,-3,13,12,1,8-16 ft.,4,1200,nil,2
61,46,40,7,1,Less Than 8 ft.,2,600,heat,3
0,115,44,11,1,8-16 ft.,4,1200,nil,2
0,0,17,0,1,Less Than 8 ft.,2,600,nil,2
118,63,19,13,0,8-16 ft.,4,1200,nil,2
133,100,39,16,0,16-24 ft.,6,2500,heat,3
-77,191,25,20,0,16-24 ft.,6,2500,nil,2
0,0,39,0,0,Less Than 8 ft.,2,600,nil,2
-159,23,14,16,1,16-24 ft.,6,2500,heat,3
0,0,26,0,1,Less Than 8 ft.,2,600,heat,3
153,45,53,15,0,8-16 ft.,4,1200,heat,3
0,0,40,0,0,Less Than 8 ft.,2,600,heat,3
-136,69,47,15,1,8-16 ft.,4,1200,nil,2
-148,61,25,16,0,16-24 ft.,6,2500,heat,3
-153,35,5,15,0,8-16 ft.,4,1200,heat,3
0,0,2,0,0,Less Than 8 ft.,2,600,heat,3
66,95,52,11,0,8-16 ft.,4,1200,nil,2
-125,41,45,13,1,8-16 ft.,4,1200,nil,2
223,8,34,22,0,24+ ft.,8,5000,heat,3
-153,138,2,20,1,16-24 ft.,6,2500,nil,2
0,0,25,0,1,Less Than 8 ft.,2,600,nil,2
0,0,4,0,0,Less Than 8 ft.,2,600,nil,2
85,38,29,9,0,8-16 ft.,4,1200,nil,2
-197,141,49,24,1,24+ ft.,8,5000,heat,3
0,0,34,0,1,Less Than 8 ft.,2,600,nil,2
0,0,58,0,0,Less Than 8 ft.,2,600,nil,2
0,0,28,0,1,Less Than 8 ft.,2,600,nil,2
-69,467,0,47,0,Back Court Shot,10,8000,heat,3
0,0,39,0,1,Less Than 8 ft.,2,600,nil,2
-46,15,14,4,0,Less Than 8 ft.,2,600,heat,3
-169,77,17,18,1,16-24 ft.,6,2500,heat,3
-21,71,37,7,1,Less Than 8 ft.,2,600,nil,2
-145,120,42,18,0,16-24 ft.,6,2500,heat,3
66,17,45,6,1,Less Than 8 ft.,2,600,heat,3
143,112,11,18,1,16-24 ft.,6,2500,nil,2
80,8,40,8,1,8-16 ft.,4,1200,nil,2
-33,36,10,4,0,Less Than 8 ft.,2,600,nil,2
-189,173,52,25,1,24+ ft.,8,5000,nil,2
-11,206,27,20,0,16-24 ft.,6,2500,nil,2
146,158,18,21,1,16-24 ft.,6,2500,nil,2
34,56,35,6,0,Less Than 8 ft.,2,600,heat,3
199,169,56,26,0,24+ ft.,8,5000,nil,2
0,0,34,0,0,Less Than 8 ft.,2,600,nil,2
151,71,16,16,0,16-24 ft.,6,2500,nil,2
0,0,22,0,0,Less Than 8 ft.,2,600,heat,3
38,97,4,10,0,8-16 ft.,4,1200,nil,2
-26,81,23,8,1,8-16 ft.,4,1200,heat,3
-128,158,31,20,0,16-24 ft.,6,2500,heat,3
110,122,38,16,0,16-24 ft.,6,2500,hot hand,6
-29,84,25,8,1,8-16 ft.,4,1200,heat,3
-131,171,19,21,0,16-24 ft.,6,2500,nil,2
-102,143,0,17,0,16-24 ft.,6,2500,nil,2
-46,77,30,8,1,8-16 ft.,4,1200,nil,2
123,135,37,18,1,16-24 ft.,6,2500,nil,2
-100,155,4,18,1,16-24 ft.,6,2500,nil,2
166,340,0,37,1,24+ ft.,8,5000,heat,3
-122,140,17,18,0,16-24 ft.,6,2500,heat,3
0,0,8,0,1,Less Than 8 ft.,2,600,heat,3
118,141,48,18,1,16-24 ft.,6,2500,heat,3
-163,184,7,24,1,24+ ft.,8,5000,heat,3
-181,191,15,26,0,24+ ft.,8,5000,nil,2
-13,163,36,16,1,16-24 ft.,6,2500,nil,2
126,132,29,18,1,16-24 ft.,6,2500,heat,3
11,22,5,2,0,Less Than 8 ft.,2,600,heat,3
13,158,0,15,1,8-16 ft.,4,1200,nil,2
-126,220,29,25,0,24+ ft.,8,5000,heat,3
8,3,15,0,1,Less Than 8 ft.,2,600,nil,2
-179,23,51,18,1,16-24 ft.,6,2500,heat,3
-118,174,32,21,0,16-24 ft.,6,2500,nil,2
-94,229,39,24,0,24+ ft.,8,5000,heat,3
140,41,29,14,0,8-16 ft.,4,1200,nil,2
-140,-23,47,14,0,8-16 ft.,4,1200,heat,3
158,109,56,19,0,16-24 ft.,6,2500,nil,2
-10,0,9,1,0,Less Than 8 ft.,2,600,nil,2
18,15,5,2,1,Less Than 8 ft.,2,600,nil,2
-54,123,28,13,0,8-16 ft.,4,1200,nil,2
-233,54,8,23,0,24+ ft.,8,5000,nil,2
123,164,40,20,1,16-24 ft.,6,2500,nil,2
-21,0,49,2,0,Less Than 8 ft.,2,600,nil,2
166,179,37,24,0,24+ ft.,8,5000,nil,2
-194,45,8,19,0,16-24 ft.,6,2500,heat,3
174,138,8,22,0,16-24 ft.,6,2500,heat,3
-100,194,18,21,1,16-24 ft.,6,2500,nil,2
182,-11,0,18,1,16-24 ft.,6,2500,nil,2
0,0,50,0,1,Less Than 8 ft.,2,600,nil,2
-158,138,23,20,0,16-24 ft.,6,2500,nil,2
135,-39,23,14,1,8-16 ft.,4,1200,nil,2
179,91,0,20,0,16-24 ft.,6,2500,nil,2
-18,46,34,4,1,Less Than 8 ft.,2,600,heat,3
0,0,9,0,1,Less Than 8 ft.,2,600,nil,2
-191,82,13,20,0,16-24 ft.,6,2500,nil,2
0,0,33,0,1,Less Than 8 ft.,2,600,heat,3
159,-11,28,15,1,8-16 ft.,4,1200,nil,2
51,243,51,24,1,24+ ft.,8,5000,nil,2
-92,23,17,9,1,8-16 ft.,4,1200,heat,3
-158,209,41,26,1,24+ ft.,8,5000,heat,3
156,28,15,15,1,8-16 ft.,4,1200,nil,2
167,97,1,19,0,16-24 ft.,6,2500,heat,3
-189,35,25,19,0,16-24 ft.,6,2500,nil,2
-158,123,43,20,1,16-24 ft.,6,2500,heat,3
13,33,1,3,1,Less Than 8 ft.,2,600,heat,3
84,145,44,16,0,16-24 ft.,6,2500,nil,2
92,240,44,25,0,24+ ft.,8,5000,nil,2
0,0,31,0,0,Less Than 8 ft.,2,600,heat,3
138,-18,55,13,0,8-16 ft.,4,1200,nil,2
71,31,3,7,1,Less Than 8 ft.,2,600,heat,3
0,0,41,0,1,Less Than 8 ft.,2,600,heat,3
-117,45,40,12,0,8-16 ft.,4,1200,nil,2
182,-6,58,18,1,16-24 ft.,6,2500,nil,2
36,194,3,19,1,16-24 ft.,6,2500,heat,3
0,0,51,0,1,Less Than 8 ft.,2,600,heat,3
26,252,51,25,0,24+ ft.,8,5000,heat,3
0,0,4,0,1,Less Than 8 ft.,2,600,heat,3
-112,104,24,15,1,8-16 ft.,4,1200,heat,3
105,178,6,20,0,16-24 ft.,6,2500,nil,2
85,245,50,25,1,24+ ft.,8,5000,heat,3
161,105,59,19,1,16-24 ft.,6,2500,nil,2
153,8,6,15,1,8-16 ft.,4,1200,heat,3
182,130,43,22,0,16-24 ft.,6,2500,nil,2
-117,176,30,21,0,16-24 ft.,6,2500,heat,3
47,53,58,7,0,Less Than 8 ft.,2,600,nil,2
5,173,38,17,1,16-24 ft.,6,2500,nil,2
164,222,12,27,1,24+ ft.,8,5000,nil,2
171,174,12,24,1,24+ ft.,8,5000,nil,2
-153,74,18,16,1,16-24 ft.,6,2500,nil,2
169,28,23,17,1,16-24 ft.,6,2500,nil,2
1,253,56,25,0,24+ ft.,8,5000,nil,2
125,187,10,22,1,16-24 ft.,6,2500,heat,3
-18,207,31,20,0,16-24 ft.,6,2500,nil,2
172,48,15,17,0,16-24 ft.,6,2500,nil,2
186,7,35,18,1,16-24 ft.,6,2500,nil,2
189,176,10,25,0,24+ ft.,8,5000,heat,3
0,0,49,0,1,Less Than 8 ft.,2,600,nil,2
232,3,42,23,0,24+ ft.,8,5000,nil,2
-192,117,33,22,0,16-24 ft.,6,2500,heat,3
108,158,36,19,0,16-24 ft.,6,2500,heat,3
18,84,5,8,1,8-16 ft.,4,1200,nil,2
59,18,3,6,0,Less Than 8 ft.,2,600,heat,3
-11,54,23,5,1,Less Than 8 ft.,2,600,heat,3
113,224,42,25,1,24+ ft.,8,5000,nil,2
125,151,19,19,0,16-24 ft.,6,2500,heat,3
-85,171,57,19,1,16-24 ft.,6,2500,nil,2
-179,104,57,20,0,16-24 ft.,6,2500,heat,3
123,133,42,18,0,16-24 ft.,6,2500,nil,2
141,140,10,19,1,16-24 ft.,6,2500,heat,3
102,191,29,21,1,16-24 ft.,6,2500,heat,3
0,0,41,0,1,Less Than 8 ft.,2,600,nil,2
98,151,47,18,1,16-24 ft.,6,2500,heat,3
140,-16,18,14,0,8-16 ft.,4,1200,heat,3
126,51,25,13,1,8-16 ft.,4,1200,hot hand,6
164,31,2,16,1,16-24 ft.,6,2500,hot hand,6
-191,160,5,24,0,24+ ft.,8,5000,nil,2
110,-36,40,11,0,8-16 ft.,4,1200,nil,2
-5,58,37,5,1,Less Than 8 ft.,2,600,nil,2
0,0,19,0,0,Less Than 8 ft.,2,600,heat,3
0,0,27,0,0,Less Than 8 ft.,2,600,heat,3
-23,81,20,8,0,8-16 ft.,4,1200,nil,2
